date,target,lag_1,lag_2,roll_3,roll_6,baseline_predictions
2021-06-06,10.5125,12.065714285714284,13.245000000000001,12.033988095238096,11.212292658730158,12.53755119047619
2021-06-13,10.45,10.79125,12.065714285714284,11.123154761904763,12.20004265873016,13.493384523809521
2021-06-20,10.581666666666667,10.5125,10.79125,10.584583333333333,12.986153769841271,11.412892857142856
2021-06-27,8.95,10.45,10.5125,10.514722222222222,11.27435515873016,10.88022619047619
2021-07-04,4.78,10.581666666666667,10.45,9.993888888888888,10.558521825396825,10.257083333333332
2021-07-11,9.346666666666666,8.95,10.581666666666667,8.10388888888889,9.34423611111111,9.054833333333331
2021-08-15,6.829444444444444,4.78,8.95,7.692222222222221,9.103472222222221,8.821666666666667
2021-08-22,6.232857142857142,9.346666666666666,4.78,6.98537037037037,8.489629629629631,8.097555555555555
2021-08-29,13.938333333333333,6.829444444444444,9.346666666666666,7.4696560846560836,7.786772486772487,7.22779365079365
2021-09-05,11.6525,6.232857142857142,6.829444444444444,9.00021164021164,8.346216931216931,8.225460317460318
2021-09-12,9.132666666666667,13.938333333333333,6.232857142857142,10.607896825396825,8.796633597883597,9.599960317460317
2021-09-19,7.225,11.6525,13.938333333333333,11.5745,9.522078042328042,9.557160317460317
2021-09-26,2.6593333333333335,9.132666666666667,11.6525,9.336722222222223,9.168466931216932,9.63627142857143
2021-10-03,6.1225,7.225,9.132666666666667,6.3389999999999995,8.473448412698412,8.921566666666667
2021-10-10,9.216666666666667,2.6593333333333335,7.225,5.335611111111111,8.455055555555555,7.3584000000000005
2021-10-24,5.625,6.1225,2.6593333333333335,5.9995,7.668111111111112,6.8712333333333335
2021-10-31,1.71,9.216666666666667,6.1225,6.9880555555555555,6.6635277777777775,6.169700000000001
2021-11-07,10.190000000000001,5.625,9.216666666666667,5.517222222222222,5.426416666666667,5.0667
2021-11-14,18.39,1.71,5.625,5.841666666666666,5.920583333333333,6.5728333333333335
2021-11-21,14.332121212121212,10.190000000000001,1.71,10.096666666666666,8.542361111111111,9.026333333333334
2021-11-28,24.0915,18.39,10.190000000000001,14.304040404040402,9.910631313131313,10.049424242424243
2021-12-19,9.7085,14.332121212121212,18.39,18.93787373737374,12.389770202020202,13.742724242424242
2021-12-26,3.991319444444444,24.0915,14.332121212121212,16.044040404040402,13.070353535353535,15.342424242424244
2022-01-09,13.485,9.7085,24.0915,12.59710648148148,13.450573442760943,14.102688131313133
2022-01-23,9.026499999999999,3.991319444444444,9.7085,9.061606481481482,13.999740109427607,13.121688131313132
2022-01-30,9.545,13.485,3.991319444444444,8.834273148148148,12.439156776094274,12.06056388888889
2022-02-27,25.587500000000002,9.026499999999999,13.485,10.6855,11.64130324074074,9.151263888888888
2022-03-27,15.125499999999999,9.545,9.026499999999999,14.719666666666667,11.890636574074074,12.32706388888889
2022-04-17,6.835999999999999,25.587500000000002,9.545,16.752666666666666,12.793469907407408,14.553899999999999
2022-05-15,5.682499999999999,15.125499999999999,25.587500000000002,15.849666666666666,13.267583333333334,13.224100000000002
2022-10-16,9.958666666666668,6.835999999999999,15.125499999999999,9.214666666666664,11.967166666666666,12.555299999999999
2022-11-06,7.622166666666667,5.682499999999999,6.835999999999999,7.492388888888887,12.122527777777776,12.638033333333334
2022-11-13,6.84225,9.958666666666668,5.682499999999999,7.7544444444444425,11.802055555555555,9.044966666666665
2022-11-20,14.332333333333333,7.622166666666667,9.958666666666668,8.141027777777778,8.677847222222221,7.388316666666666
2022-11-27,11.929,6.84225,7.622166666666667,9.598916666666666,8.545652777777777,8.887583333333334
2022-12-04,22.917,14.332333333333333,6.84225,11.034527777777777,9.39448611111111,10.136883333333333
2022-12-11,17.598625,11.929,14.332333333333333,16.392777777777777,12.266902777777778,12.728550000000002
2022-12-18,4.912285714285715,22.917,11.929,17.48154166666667,13.540229166666668,14.723841666666667
2022-12-25,3.1799166666666667,17.598625,22.917,15.142636904761906,13.08858234126984,14.33784880952381
2023-01-01,4.372916666666667,4.912285714285715,17.598625,8.563609126984128,12.478193452380951,12.107365476190477
2023-01-08,0.4995,3.1799166666666667,4.912285714285715,4.155039682539683,10.818290674603174,10.59614880952381
2023-01-15,12.351500000000001,4.372916666666667,3.1799166666666667,2.684111111111111,8.913374007936508,6.11264880952381
2023-01-22,11.375375,0.4995,4.372916666666667,5.741305555555556,7.152457341269841,5.06322380952381
2023-01-29,9.974375,12.351500000000001,0.4995,8.075458333333334,6.115249007936508,6.355841666666667
2023-02-05,22.618445652173914,11.375375,12.351500000000001,11.23375,6.958930555555555,7.714733333333333
2023-02-19,1.9526521739130436,9.974375,11.375375,14.656065217391303,10.19868538647343,11.363839130434782
2023-04-02,20.705312499999998,22.618445652173914,9.974375,11.515157608695652,9.795307971014493,11.654469565217392
2023-04-09,7.5392454710144925,1.9526521739130436,22.618445652173914,15.092136775362318,13.16294338768116,13.325232065217392
2023-04-16,11.642389751552795,20.705312499999998,1.9526521739130436,10.065736714975845,12.360900966183577,12.558006159420291
2023-04-23,6.84275,7.5392454710144925,20.705312499999998,13.295649240855761,12.405403424775708,12.891609109730847
2023-04-30,11.646,11.642389751552795,7.5392454710144925,8.674795074189095,11.883465924775708,9.736469979296066
2023-05-07,10.971255952380952,6.84275,11.642389751552795,10.043713250517598,10.054724982746722,11.675139544513456
2023-05-14,11.690958333333333,11.646,6.84275,9.820001984126984,11.557825612491373,9.728328234989648
2023-05-21,14.260595238095236,10.971255952380952,11.646,11.436071428571429,10.055433251380263,10.558670807453415
2023-05-28,8.64652380952381,11.690958333333333,10.971255952380952,12.307603174603173,11.175658212560386,11.082311904761905
2023-06-04,12.531363095238094,14.260595238095236,11.690958333333333,11.532692460317461,10.67634722222222,11.443066666666665
2023-06-11,10.352505952380952,8.64652380952381,14.260595238095236,11.81282738095238,11.624449404761904,11.620139285714284
2023-06-18,8.706571428571428,12.531363095238094,8.64652380952381,10.510130952380953,11.408867063492062,11.496389285714283
2023-06-25,8.333220238095238,10.352505952380952,12.531363095238094,10.530146825396825,11.031419642857143,10.899511904761905
2023-07-02,7.574823593073593,8.706571428571428,10.352505952380952,9.130765873015873,10.471796626984128,9.714036904761903
2023-07-09,4.522867424242423,8.333220238095238,8.706571428571428,8.204871753246753,9.357501352813852,9.499696861471861
2023-07-16,6.9082541666666675,7.574823593073593,8.333220238095238,6.810303751803751,8.670225288600287,7.897997727272727
2023-10-08,4.3365,4.522867424242423,7.574823593073593,6.33531506132756,7.733040467171718,7.20914737012987
2023-10-29,3.1610146103896106,6.9082541666666675,4.522867424242423,5.2558738636363636,6.730372808441558,6.335133084415584
2023-11-05,3.7967012987012985,4.3365,6.9082541666666675,4.8019229256854254,5.806113338744589,5.3006919588744585
2023-11-12,6.710454427818559,3.1610146103896106,4.3365,3.7647386363636364,5.050026848845599,4.5450675
2023-11-19,8.139449134199134,3.7967012987012985,3.1610146103896106,4.556056778969823,4.905965321303094,4.982584900715227
2023-11-26,10.689803571428572,6.710454427818559,3.7967012987012985,6.215534953572997,5.508728939629211,5.228823894221721
2023-12-03,7.081047619047619,8.139449134199134,6.710454427818559,8.513235711148754,6.138987173756196,6.499484608507435
2023-12-10,7.4996785714285705,10.689803571428572,8.139449134199134,8.636766774891775,6.5964117769307995,7.283491210239037
2023-12-17,4.137441102756893,7.081047619047619,10.689803571428572,8.42350992063492,7.3195224371039584,8.024086664784491
2023-12-24,3.054337302707644,7.4996785714285705,7.081047619047619,6.239389097744361,7.3763124044465584,7.509483999772156
2023-12-31,5.356909632034632,4.137441102756893,7.4996785714285705,4.897152325631036,6.766959550261405,6.492461633473859
2024-01-07,17.15712554112554,3.054337302707644,4.137441102756893,4.1828960124997225,6.303202966567322,5.425882845595072
2024-01-14,11.693621753246754,5.356909632034632,3.054337302707644,8.522790825289272,7.381089961516817,7.441098430010655
2024-01-21,7.168077639751552,17.15712554112554,5.356909632034632,11.402552308802308,8.149852317216673,8.279887066374293
2024-01-28,7.146002380952381,11.693621753246754,17.15712554112554,12.006274978041283,8.094585495270502,8.886014373773225
2024-02-04,6.207797619047619,7.168077639751552,11.693621753246754,8.669233924650229,8.596012374969751,9.704347389422171
2024-02-11,4.92559,7.146002380952381,7.168077639751552,6.840625879917184,9.121589094359747,9.87452498682477
2024-02-18,6.560319696969697,6.207797619047619,7.146002380952381,6.0931299999999995,9.04970248902064,7.428217878599661
2024-02-25,4.656508333333334,4.92559,6.207797619047619,5.897902438672439,7.283568181661335,6.40155746734425
2024-03-03,12.81472619047619,6.560319696969697,4.92559,5.3808060101010105,6.1107159450090975,5.8992436060606055
2024-03-10,5.139833333333333,4.656508333333334,6.560319696969697,8.010518073593074,7.051824036796536,7.032988367965368
2024-03-17,3.375666666666666,12.81472619047619,4.656508333333334,7.537022619047618,6.717462528860029,6.81939551082251
2024-03-24,4.795078907203908,5.139833333333333,12.81472619047619,7.110075396825397,6.245440703463204,6.509410844155843
2024-03-31,2.5701428571428573,3.375666666666666,5.139833333333333,4.436859635734636,6.223688854663855,6.1563626862026855
2024-04-07,5.451139579020015,4.795078907203908,3.375666666666666,3.580296143671143,5.558659381359383,5.73908959096459
2024-04-14,4.638203227931489,2.5701428571428573,4.795078907203908,4.272120447788926,5.691097922307162,4.266372268673355
2024-04-21,6.692,5.451139579020015,2.5701428571428573,4.219828554698121,4.328344095216378,4.166046247592986
2024-04-28,7.822535714285714,4.638203227931489,5.451139579020015,5.593780935650501,4.587038539660823,4.829312914259653
2024-05-05,12.754571428571428,6.692,4.638203227931489,6.384246314072402,5.328183380930664,5.434804275676013
2024-05-12,10.590386904761903,7.822535714285714,6.692,9.089702380952382,6.654765467825251,7.471689989961729
2024-05-19,6.532035714285714,12.754571428571428,7.822535714285714,10.38916468253968,7.991472809095092,8.499539455110106
2024-05-26,6.195695107333551,10.590386904761903,12.754571428571428,9.958998015873016,8.171622164972709,8.87830595238095
2024-06-02,9.125926168293404,6.532035714285714,10.590386904761903,7.772705908793722,8.431204144873051,8.779044973847661
2024-06-09,4.32175983436853,6.195695107333551,6.532035714285714,7.284552329970889,8.836858506255286,9.039723064649198
2024-06-16,7.5374107142857145,9.125926168293404,6.195695107333551,6.547793703331828,8.253395859602422,7.35316074580862
2024-06-23,9.327033163265307,4.32175983436853,9.125926168293404,6.995032238982549,7.383869073888136,6.7425655077133815
2024-06-30,4.87571212121212,7.5374107142857145,4.32175983436853,7.062067903973184,7.173310116972037,7.3015649975093
2024-07-07,4.354933311219225,9.327033163265307,7.5374107142857145,7.246718666254381,6.897256184793105,7.037568400285015
2024-07-14,5.728920289855073,4.87571212121212,9.327033163265307,6.1858928652322165,6.590462552107385,6.083369828870179
2024-07-21,5.5704934123847165,4.354933311219225,4.87571212121212,4.986521907428806,6.024294905700995,6.364801919967487
2024-07-28,10.907006802721089,5.728920289855073,4.354933311219225,5.218115671153004,6.2324171687036936,5.971418459587287
2024-08-04,5.954299603174603,5.5704934123847165,5.728920289855073,7.402140168320293,6.794016516776256,6.287413187478444
2024-08-11,7.406584848484848,10.907006802721089,5.5704934123847165,7.47726660609347,6.231894256761138,6.50313068387094
2024-08-18,6.150386224489796,5.954299603174603,10.907006802721089,8.089297084793513,6.65370637797326,7.113460991324065
2024-08-25,9.431938919413918,7.406584848484848,5.954299603174603,6.50375689204975,6.952948530185021,7.19775417825101
2024-09-01,8.849047619047619,6.150386224489796,7.406584848484848,7.662969997462853,7.5701183017781615,7.970043279656849
2024-09-08,5.691516666666667,9.431938919413918,6.150386224489796,8.143790920983777,8.116544002888647,7.558451442922156
2024-09-15,17.930847222222223,8.849047619047619,9.431938919413918,7.9908344017094,7.247295646879575,7.505894855620568
2024-09-22,4.049316156462585,5.691516666666667,8.849047619047619,10.823803835978836,9.243386916720846,9.610747330368044
2024-09-29,6.030276388888888,17.930847222222223,5.691516666666667,9.223893348450492,8.683842134717134,9.190533316762602
2024-10-06,4.038381632653062,4.049316156462585,17.930847222222223,9.3368132558579,8.66382382878365,8.510200810657595
2024-10-13,6.230327187534052,6.030276388888888,4.049316156462585,4.705991392668178,7.764897614323508,7.548067613378684
2024-10-20,7.550342563837129,4.038381632653062,6.030276388888888,5.432995069692001,7.328444209071247,7.6558297175521615
2024-10-27,10.438870670995671,6.230327187534052,4.038381632653062,5.939683794674747,7.638248525266325,5.579728785875142
2024-11-03,11.940289795918366,7.550342563837129,6.230327187534052,8.073180140788951,6.389585766728565,6.8576396887817594
2024-11-10,11.17992142857143,10.438870670995671,7.550342563837129,9.97650101025039,7.704748039971196,8.039642370187655
2024-11-17,4.763172305764411,11.940289795918366,10.438870670995671,11.186360631828487,8.56302221325162,9.467950329371329
2024-11-24,6.525881077694235,11.17992142857143,11.940289795918366,9.294461176751403,8.683820658770177,9.1745193530174
2024-12-01,5.090932601222307,4.763172305764411,11.17992142857143,7.489658270676692,8.73307964046354,8.969627055788822
2024-12-08,12.590315476190478,6.525881077694235,4.763172305764411,5.459995328226984,8.323177980027737,7.90003944183415
2024-12-15,3.5560714285714283,5.090932601222307,6.525881077694235,8.069043051702339,8.681752114226873,8.030044577888571
2024-12-22,8.489190476190476,12.590315476190478,5.090932601222307,7.079106501994737,7.284382386335715,6.505274577888571
2024-12-29,4.322208333333334,3.5560714285714283,12.590315476190478,8.211859126984129,6.8359272276055565,7.250478211973784
